username,wallet,dev,token,symbol,hit,coverage_s,sol_ok,n_buys,n_sells,bought,sold,first_buy_s,last_buy_s,first_buy_sol,buy_sol,buy_tokens,first_sell_s,sell_sol,sell_tokens,buy_supply_share,hold_s,sold_share,closed,entry_mult_vs_dev,remaining_tokens,net_sol_realized,remaining_marked_sol,net_sol_marked
ibuycoin,2TFd3TWqueQeN4Djgoqwqh1ThsuTgKzeh7Jy5ocH2D3T,slingoor,EKSZLgVMFzwBbBgteCJFdaZig8G5g4TkNNkWMA7pump,DIDDY,True,1800,True,3,2,True,True,90,801,0.495059288,3.467373709,2086470.984845,601.0,2.302107049,990561.1599999999,0.0020864709848450002,511.0,0.4747543422338014,False,13.883973181882778,1095909.8248450002,-1.16526666,2.3753978630345824,1.2101312030345825
ibuycoin,2TFd3TWqueQeN4Djgoqwqh1ThsuTgKzeh7Jy5ocH2D3T,slingoor,6XcRtqjTdc5rLXZzs9VGfoJF5sYXT7LVwSbLRxgvpump,HOODWARTS,True,1800,True,3,4,True,True,38,104,0.098785184,1.086637034,6105685.068154,134.0,1.474825287,6105685.068154001,0.006105685068153999,96.0,1.0,True,1.8639708143846936,0.0,0.38818825300000004,0.0,0.38818825300000004
ibuycoin,2TFd3TWqueQeN4Djgoqwqh1ThsuTgKzeh7Jy5ocH2D3T,slingoor,2hXHY3DnN7HUGySZEmBsLFKSqLB8nj3aE8wwq44wpump,LIZARD,True,881,True,7,2,True,True,70,222,0.991588322,6.447533075,1289402.43389,129.0,1.9720435840000001,334385.24976000004,0.00128940243389,59.0,0.25933350284689066,False,51.98919360912413,955017.18413,-4.475489490999999,6.88602645397524,2.4105369629752404
ibuycoin,2TFd3TWqueQeN4Djgoqwqh1ThsuTgKzeh7Jy5ocH2D3T,slingoor,8LZKRa3f23CrCTwLFRY9jQWRjFQwGiuP46Mk9jytpump,MARVIN,True,1800,True,4,0,True,False,406,595,0.011778313356448123,2.8764361520978072,8668973.13793,,,0.0,0.00866897313793,,0.0,False,5.41826592611747,8668973.13793,-2.8764361520978072,4.700259822480566,1.823823670382759
ibuycoin,2TFd3TWqueQeN4Djgoqwqh1ThsuTgKzeh7Jy5ocH2D3T,slingoor,8rWNVQoFyhWgKfBQGo1o7va5imP9rYT9jNroDqN4pump,OFFICIAL,True,1800,True,1,1,True,True,185,185,0.099011856,0.099011856,111967.393467,200.0,0.103013632,111967.393467,0.000111967393467,15.0,1.0,True,21.525833269443535,0.0,0.0040017759999999986,0.0,0.0040017759999999986
ibuycoin,2TFd3TWqueQeN4Djgoqwqh1ThsuTgKzeh7Jy5ocH2D3T,slingoor,9YJzAMEeVsXnArkQxW2FAT8kprAes7LWa6PmDs5Epump,WINNIE,True,1800,True,2,2,True,True,62,80,0.987851851,1.481777776,5710004.586087,355.0,4.364549804999999,5710004.586087,0.0057100045860869995,293.0,1.0,True,4.562493117300384,0.0,2.8827720289999994,0.0,2.8827720289999994
ibuycoin,2TFd3TWqueQeN4Djgoqwqh1ThsuTgKzeh7Jy5ocH2D3T,slingoor,FEJdyNUQeroXwQNqTZGQbjfjdXcVgeeXDCKpAtVdpump,catcall,True,427,True,6,1,True,True,115,352,0.495059288,2.9703557280000004,3004851.6969500002,236.0,1.378799158,966686.212908,0.00300485169695,121.0,0.32170846031742956,False,20.34261252961325,2038165.4840420003,-1.5915565700000003,2.5078233536760535,0.9162667836760532
ibuyrunners,Aptv3xnD36tMnQj3CrET5VNjHAHryTQFWMy71jFxML8M,retardmode,CSRRgTwf9o5KLgguS2M16aEAhV5PUUzfshrAAQ8opump,RETARDIO,True,1800,True,4,0,True,False,1107,1640,0.231756193,0.43536926700000006,475118.246122,,,0.0,0.00047511824612199996,,0.0,False,19.058940481377487,475118.246122,-0.43536926700000006,0.43579022958116637,0.00042096258116630647
ibuyrunners,Aptv3xnD36tMnQj3CrET5VNjHAHryTQFWMy71jFxML8M,retardmode,6UCVtwUzZpCNamgi8SUSvYWejy7U6oS764hy5bQTpump,WOJAK,False,1800,True,5,0,True,False,799,1367,0.6792028230614054,2.6820639418059518,5538980.464949,,,0.0,0.005538980464949,,0.0,False,9.66968743245332,5538980.464949,-2.6820639418059518,2.096263031413321,-0.5858009103926309
mitch,4Be9CvxqHW6BYiRAxW9Q3xu1ycTMWaL5z8NX4HR3ha7t,retardmode,5TvxfHoP7F5rGZ5HjwhQMu4NNJ5M9qEQo6WE56Xupump,PQ,True,1800,True,1,0,True,False,602,602,9.769333256959207,9.769333256959207,15739911.073015,,,0.0,0.015739911073015,,0.0,False,7.209025931952634,15739911.073015,-9.769333256959207,68.69428396905272,58.92495071209351
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,retardmode,6UCVtwUzZpCNamgi8SUSvYWejy7U6oS764hy5bQTpump,WOJAK,False,1800,True,1,0,True,False,1461,1461,6.306316632707238,6.306316632707238,22621610.566339,,,0.0,0.022621610566339,,0.0,False,4.538353532215039,22621610.566339,-6.306316632707238,8.561295032782182,2.2549784000749433
stellanyang,A1ofb9tyBYWJ6ZxFedyWk9VqC88xhmvsbe2T4Gzv6tHw,retardmode,73ctjbijQsn6yXDHSAj8wF8YV74YgGKpkyxGFyoTpump,MRHATE,True,1800,True,3,0,True,False,1095,1163,0.967240048,2.89670997,20336752.72498,,,0.0,0.02033675272498,,0.0,False,3.22281477962931,20336752.72498,-2.89670997,2.987661368601553,0.0909513986015531
stellanyang,A1ofb9tyBYWJ6ZxFedyWk9VqC88xhmvsbe2T4Gzv6tHw,retardmode,5TvxfHoP7F5rGZ5HjwhQMu4NNJ5M9qEQo6WE56Xupump,PQ,True,1800,True,1,0,True,False,1206,1206,2.8812478142391766,2.8812478142391766,2215381.028277,,,0.0,0.002215381028277,,0.0,False,14.859311805681543,2215381.028277,-2.8812478142391766,9.668670474067753,6.787422659828576
stellanyang,A1ofb9tyBYWJ6ZxFedyWk9VqC88xhmvsbe2T4Gzv6tHw,retardmode,CSRRgTwf9o5KLgguS2M16aEAhV5PUUzfshrAAQ8opump,RETARDIO,True,1800,True,7,0,True,False,724,1786,3.86166586,18.812456368,18265204.703482,,,0.0,0.018265204703482,,0.0,False,23.575456697783665,18265204.703482,-18.812456368,16.75329839686586,-2.059157971134141
trenchdigger,BHTp82S8GYKWEwcQBuW5zme3GpcT1bkCcA7N4vyTuJL9,retardmode,5TvxfHoP7F5rGZ5HjwhQMu4NNJ5M9qEQo6WE56Xupump,PQ,True,1800,True,1,0,True,False,265,265,0.9560202450003958,0.9560202450003958,2282098.863101,,,0.0,0.002282098863101,,0.0,False,4.96482358632624,2282098.863101,-0.9560202450003958,9.95984962177321,9.003829376772815
trenchdigger,BHTp82S8GYKWEwcQBuW5zme3GpcT1bkCcA7N4vyTuJL9,retardmode,6UCVtwUzZpCNamgi8SUSvYWejy7U6oS764hy5bQTpump,WOJAK,False,1800,True,1,0,True,False,139,139,2.867366069374762,2.867366069374762,10132831.084157,,,0.0,0.010132831084157,,0.0,False,4.605688857305387,10132831.084157,-2.867366069374762,3.83483555135984,0.967469481985078
trenchdigger,BHTp82S8GYKWEwcQBuW5zme3GpcT1bkCcA7N4vyTuJL9,slingoor,5NdJrszDQGVF5iWeUhVLTQqLFvYBbeZ3s42ridA5pump,Chairman,True,1800,True,3,1,True,True,307,1049,1.981216015,5.941690320999999,3635873.981459,1363.0,7.726711870000001,1817936.990729,0.003635873981459,1056.0,0.49999999999986244,False,34.737844057984915,1817936.9907300002,1.7850215490000014,5.4777695227719505,7.262791071771952
trenchdigger,BHTp82S8GYKWEwcQBuW5zme3GpcT1bkCcA7N4vyTuJL9,slingoor,EKSZLgVMFzwBbBgteCJFdaZig8G5g4TkNNkWMA7pump,DIDDY,True,1800,True,3,2,True,True,626,809,1.981216015,7.927803551,3054983.280222,709.0,7.895219324000001,3054983.2802219996,0.003054983280222,83.0,0.9999999999999999,True,34.99271949144631,4.656612873077393e-10,-0.03258422699999919,1.0093264990348837e-15,-0.03258422699999818
trenchdigger,BHTp82S8GYKWEwcQBuW5zme3GpcT1bkCcA7N4vyTuJL9,slingoor,6XcRtqjTdc5rLXZzs9VGfoJF5sYXT7LVwSbLRxgvpump,HOODWARTS,True,1800,True,3,1,True,True,612,1688,2.963555555,5.927111109,48910027.097132996,677.0,2.678630335,20085857.144363,0.048910027097133,65.0,0.41066951577175453,False,1.9942591699506098,28824169.952769995,-3.2484807740000003,2.1936669304394476,-1.0548138435605527
trenchdigger,BHTp82S8GYKWEwcQBuW5zme3GpcT1bkCcA7N4vyTuJL9,slingoor,7WmJggBc9wb3ZyaPFcAXvporuW4jE4Xf8w3YGWRrpump,INSANE,False,1800,True,3,3,True,True,24,262,2.963555555,8.890666665000001,31978527.848245002,26.0,7.627147379,31978527.848245002,0.031978527848245,2.0,1.0,True,7.121489700695458,0.0,-1.263519286000001,0.0,-1.263519286000001
trenchdigger,BHTp82S8GYKWEwcQBuW5zme3GpcT1bkCcA7N4vyTuJL9,slingoor,2hXHY3DnN7HUGySZEmBsLFKSqLB8nj3aE8wwq44wpump,LIZARD,True,881,True,2,0,True,False,241,325,1.984158414,2.976237621,433886.053985,,,0.0,0.000433886053985,,0.0,False,90.34433016792042,433886.053985,-2.976237621,3.1284786236316946,0.1522410026316945
trenchdigger,BHTp82S8GYKWEwcQBuW5zme3GpcT1bkCcA7N4vyTuJL9,slingoor,8rWNVQoFyhWgKfBQGo1o7va5imP9rYT9jNroDqN4pump,OFFICIAL,True,1800,True,3,2,True,True,138,1182,0.495059288,1.485177864,2524510.276063,967.0,2.602120992,1797939.237659,0.002524510276063,829.0,0.7121932735654795,False,10.772591392175062,726571.0384039998,1.1169431280000002,1.3611687891503537,2.478111917150354
trenchdigger,BHTp82S8GYKWEwcQBuW5zme3GpcT1bkCcA7N4vyTuJL9,slingoor,9YJzAMEeVsXnArkQxW2FAT8kprAes7LWa6PmDs5Epump,WINNIE,True,1800,True,3,1,True,True,141,1626,0.990118576,2.968089003,7164124.6215160005,1551.0,1.661136358,4315572.219207,0.007164124621516,1410.0,0.6023865366950836,False,8.441047718960904,2848552.4023090005,-1.3069526449999997,0.7132381140995318,-0.593714530900468
trenchdigger,BHTp82S8GYKWEwcQBuW5zme3GpcT1bkCcA7N4vyTuJL9,slingoor,FEJdyNUQeroXwQNqTZGQbjfjdXcVgeeXDCKpAtVdpump,catcall,True,427,True,1,2,True,True,105,105,0.49505928799999993,0.49505928799999993,1134793.185537,152.0,0.995558175,844805.810726,0.0011347931855369999,47.0,0.7444579518921116,False,14.64727528658422,289987.37481099996,0.500498887,0.3568096489299838,0.8573085359299838
trenchdigger,BHTp82S8GYKWEwcQBuW5zme3GpcT1bkCcA7N4vyTuJL9,slingoor,GE8q5h6eSx5qf67A3DDatSPCtoLsqQqR58zuQmohpump,nothing,True,1800,True,1,1,True,True,1431,1431,0.990118576,0.990118576,797420.559194,1437.0,0.956983511,797420.559194,0.000797420559194,6.0,1.0,True,21.9775379821826,0.0,-0.033135064999999964,0.0,-0.033135064999999964
trenchdigger,BHTp82S8GYKWEwcQBuW5zme3GpcT1bkCcA7N4vyTuJL9,slingoor,Fi4FaMHyNCbeAatCt3mcesP9UPfuALzCckPVyAFcpump,sling,True,872,True,1,1,True,True,229,229,0.992570579,0.992570579,83964.79362,270.0,0.8478660219999999,83964.79362,8.396479362e-05,41.0,1.0,True,140.54627689382576,0.0,-0.14470455700000007,0.0,-0.14470455700000007
waynecapital,4xHGhy4r41XNEgeHpKSC725aZjy6tR5E92xNjs4odBPR,slingoor,9YJzAMEeVsXnArkQxW2FAT8kprAes7LWa6PmDs5Epump,WINNIE,True,1800,True,1,1,True,True,100,100,0.987851851,0.987851851,5984337.895206,122.0,1.712100843,5984337.895206,0.005984337895206,22.0,1.0,True,2.9702194091831227,0.0,0.724248992,0.0,0.724248992
