dev,creator,token,symbol,create_ts,hit,ath_mc,n_tx_30m,n_buys_30m,n_sells_30m,n_wallets_30m,first_tx_ts,create_sig,dev_first_buy_s,dev_first_buy_sol,dev_first_buy_tokens,dev_supply_share,dev_same_slot_buyers,dev_fee_lamports_med,dev_first_sell_s,dev_sold_share_30m,member_first_buy_s,member_first_buyer,member_buyers_n,member_buy_sol_30m,member_first_sell_s,member_sell_sol_30m,kol_first_buy_s,kol_buyers_n,kol_buy_sol_30m,outside_first_buy_s,outside_buy_sol_5m,outside_buy_sol_30m,sol_in_1m,sol_in_5m,sol_in_15m,sol_in_30m,peak_ts_s,peak_price_sol,peak_mult_vs_dev,top10_wallets_share_30m,n_wallets_net_long_30m,x_truncated,x_window_last_s,x_pool_phase,x_curve_last_s,x_quote_mint,x_quote_per_sol_med,x_n_trade_tx_30m,x_n_noop_tx_30m,x_n_transfer_tx_30m,x_trader_ne_feepayer_n,x_dev_n_tx,x_dev_n_buys,x_dev_n_sells,x_dev_buy_sol_30m,x_dev_sell_sol_30m,x_member_buyers,x_member_sellers_n,x_book_ath_mc,x_book_holders,x_book_create_ts
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,Fi4FaMHyNCbeAatCt3mcesP9UPfuALzCckPVyAFcpump,sling,1786987952,True,1208939.1,,,,,1786987952,3BfNJ3Y4HmZfonKsjCtT4ku3h253MQwWZfYdYAhhRKPC5ckJtUXKaCBjg9BfQ7MinFSwXtv3hNYM8fU9eR4sT9LA,0,60.248604859,716311901.499859,0.716311901499859,2,555441.0,,,229,trenchdigger,,,270,,,,,0,5377.073318213999,,3224.030492516,5438.314493652,,,118,1.4130258890856461e-05,167.99845637060747,,,True,872,True,2,,,17703,12297,0,572,2,2.0,0.0,61.041269107999995,0.0,trenchdigger,1.0,1208939.1,503,1786987952
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,9YJzAMEeVsXnArkQxW2FAT8kprAes7LWa6PmDs5Epump,WINNIE,1787352133,True,390755.83,23381,5525,4128,2456,1787352133,3jpspqF8uuZ6f9VzkBotcxThTCkvUiPgkKRfhjipw3YBVRW9aKkWhSvrsK8GqsBFmHABgSLfCMWUSXNx7QFH6jDT,0,29.631320908,533167701.8486,0.5331677018486,7,148383.0,13,1.0,62,ibuycoin,3,5.43771863,122,7.737787006,,,,0,1559.5524280270001,3179.6782830925195,1257.0725376120001,1593.6336157140001,2474.054762409789,3214.7473226305196,5,3.2618728349155884e-06,58.692126770655875,0.2509709054848492,743,False,1800,True,22,,,9595,13786,0,1585,2,1.0,1.0,29.631320908,149.83018829,"ibuycoin,trenchdigger,waynecapital",3.0,390755.83,159,1787352133
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,6XcRtqjTdc5rLXZzs9VGfoJF5sYXT7LVwSbLRxgvpump,HOODWARTS,1787353182,True,103646.51,2606,1297,873,651,1787353182,5cHRXQWo2Yv4j5MY8Mjevf74FVhv9nrhCEtF7RVVZVAqM32q394Dze7Uo9oVXNoj5HURrYWgW2e7tdydTH2yDS7Z,0,49.384407328,667496111.968053,0.667496111968053,2,20395.0,15,1.0,38,ibuycoin,2,7.013748143,134,4.153455622,,,,0,514.510138651,618.765218766,416.46969986600004,564.981183013,653.502149315,675.163374237,4,1.0214217087459244e-06,13.8058763111065,0.5406197616435624,114,False,1790,True,2,,,2164,442,0,202,3,1.0,2.0,49.384407328,84.63800423800001,"ibuycoin,trenchdigger",2.0,103646.51,22,1787353182
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,2hXHY3DnN7HUGySZEmBsLFKSqLB8nj3aE8wwq44wpump,LIZARD,1787353428,True,1119688.5,,,,,1787353428,4hrdZJn6R48t1eRzWpAexXDdhLRbr3ZBZmCKBot5TyCAH9UJXcJWTJR2r5ZUAeXNj5Cq84D7GqVuAn9iKvMQJHTF,0,59.260950538,712365145.223127,0.712365145223127,10,65720.0,,,60,bsol_x,,,129,,,,,0,2210.91017049,,853.3072562269999,2281.2303334099997,,,824,8.844063447991412e-06,106.31288369988364,,,True,881,True,19,,,8470,21530,0,587,1,1.0,0.0,59.260950538,0.0,"bsol_x,ibuycoin,trenchdigger",1.0,1119688.5,604,1787353428
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,EKSZLgVMFzwBbBgteCJFdaZig8G5g4TkNNkWMA7pump,DIDDY,1787462106,True,334454.79,27129,3325,2575,1540,1787462106,33muhciwxrpBLhzCjXTZ7c3ysLJKYiq2wU7SwmZUMjDuFdu29HacmM76nN8Jat2Dik5LxSQ8AarPfy1FHmZwfX7X,0,39.507864118,609875666.064564,0.609875666064564,0,918459.0,,0.0,70,hashbergers,3,34.910493458000005,235,39.819674438999996,,,,0,575.563738746,1873.683745550858,290.258743987,641.0967703680001,1325.5162999989327,1950.1018870518578,849,3.388493567905372e-06,52.30755490880216,0.7769017148796346,621,False,1800,True,996,,,5850,21278,1,1008,4,3.0,0.0,41.507648043,0.0,"hashbergers,ibuycoin,trenchdigger",3.0,334454.79,189,1787462106
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,B2aMig4am6NRtr6NQwW7NkFDiXUrq236PogVcDU9pump,🐺,1787798159,True,451642.25,23530,2686,2106,1289,1787798159,5AaaXzH6E6zGaekwuqCRpnBhpepBHs914GR5FjfQUW5x48vgbadkKiiTEhoGfCDoDckrQ8BMfFAJHixhmtTC7nEU,0,62.996643607,726852180.202156,0.7268521802021559,5,10190.0,,0.0,,,0,0.0,,0.0,,,,0,990.2096752678575,1712.2764782432967,680.0863805,1053.2063188748575,1309.87326379179,1797.1065460952966,1299,4.4508986123627966e-06,51.354249607913545,0.8986457085145164,367,False,1800,True,4,,,4752,18778,0,808,24,24.0,0.0,84.83006785200001,0.0,,0.0,451642.25,177,1787798159
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,7WmJggBc9wb3ZyaPFcAXvporuW4jE4Xf8w3YGWRrpump,INSANE,1787817601,False,67430.263,6086,2139,2943,1116,1787817601,XGPFyqmctNzt2M5N9ACQ38NHGvv93y1Jp4q1hgUAyvzb5frT8WTeqYDfF4gVJ6otix6exWP52NkaZ16cGzGWMg5,0,6.81807865,198661090.066186,0.198661090066186,22,4000.0,17,0.886563998444655,24,trenchdigger,1,8.890666665000001,26,7.627147379,,,,0,567.533871233,854.5426993689999,399.378815903,585.218320251,774.171674184,874.20285209,14,6.309514808382212e-07,18.384286159883956,0.41842252522124856,285,False,1799,True,6,,,5077,1009,0,349,4,3.0,1.0,10.769486056000002,50.417405416,trenchdigger,1.0,67430.263,57,1787817601
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,GE8q5h6eSx5qf67A3DDatSPCtoLsqQqR58zuQmohpump,nothing,1787981509,True,396130.12,6897,1856,1599,1049,1787981509,2DLECaRNy5RLFr4Be2VjEdV6jmSjZjtvp4Ld2axe9cLS3x8kKt9RTwarUQqQ9sb3PTqwVX4BXWrqRyM8aKNqqWde,0,30.618975229,541963340.108031,0.541963340108031,10,27617.0,,0.0,1431,trenchdigger,1,0.990118576,1437,0.956983511,,,,0,560.398394137,1157.865757129924,385.134999076,591.017369366,838.3322637480001,1189.4748509349242,1046,2.6025141204247934e-06,46.06513558454584,0.7468109824739673,314,False,1800,True,1,,,3445,3452,0,446,1,1.0,0.0,30.618975229,0.0,trenchdigger,1.0,396130.12,556,1787981509
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,FoH1L4hLoz16g1cfG79r4NcTAqP77y8jVoqAQa9gpump,Graped,1788142088,True,322457.7,13,10,0,9,1788142088,3vhpoXezPkbg24GePPAzH6LXKhiXNpj4Z4KmnBZ48AHeKGUdhKb3DRzFTDjKAD6xL4AfN94ta7AdDvHysWgsd5U1,0,23.576774223,472160986.185473,0.47216098618547303,8,10000.0,,0.0,,,0,0.0,,0.0,,,,0,67.056037916,67.056037916,90.632812139,90.632812139,90.632812139,90.632812139,0,1.1071146766165303e-07,2.2171665749834584,1.0,9,False,1788,False,,,,10,3,0,0,3,1.0,0.0,23.576774223,0.0,,0.0,322457.7,178,1788142088
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,H6m6dCW4sUJgRo2huYriGTPN5RviN4EGKMBJyuQWpump,donotbuy,1788156355,False,36040.621,416,181,158,153,1788156355,f6BFxSihijLjEMVjQj2JDCDB8SjpWHBhsLnrs5SabaSut5mZDYD8b8ULsnMZouW2W2RisXtQEP4NkhTtaa79t9B,0,16.297987575,377695999.980531,0.377695999980531,0,14752.0,12,1.0,,,0,0.0,,0.0,,,,1,113.32684575500002,113.94098246200002,123.402681024,129.62483333000003,130.23897003700003,130.23897003700003,2,2.517613006615483e-07,5.834415799630563,0.8605695955814957,19,False,1707,False,,,,338,78,0,8,2,1.0,1.0,16.297987575,44.050006394,,0.0,36040.621,3,1788156355
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,5nWUnnjiBXgJsJQzAiUh9tWA5UF3y6rdLoZuH7Ahpump,link,1788367177,False,76462.682,1425,714,680,507,1788367177,2bAn6ZQKvRekb3jPse2suTS5qAb16rbFYgb2h1VMPmxSWLGz69PsyQXLZi3Uw1YGUQHpzpcCmvCWPrHfHw6YntAw,0,24.550949945,482891155.480965,0.482891155480965,13,7000.0,5,1.0,,,0,0.0,,0.0,,,,0,295.59192156700004,433.154947836,274.91285182400003,320.142871512,457.128549425,457.705897781,4,6.840163841729401e-07,13.453877054091429,0.8703738993074283,76,False,1788,True,0,,,1394,31,0,61,2,1.0,1.0,24.550949945,74.386994842,,0.0,76462.682,15,1788367177
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,95d298kQc47BWMReRp6QDZXEYiTunsTYgxDvzQwDakMc,MPN,1788985100,False,,1,,,,1788985100,,,,,,,90177.0,,,,,,,,,,,,,,,,,,,,,,,,False,0,False,,,,0,0,1,0,1,,,,,,,,0,1788985100
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,4KSuDdkgbpAHqF9wAknwibRsLeGq2NR6kJdw6VVkpump,SEXY,1788992959,False,94110.744,1643,880,735,554,1788992959,4TJ5p9bcf7KwYA9X32UxBJQwyYzr2ne6BRrprU4k1x1xzfTqwiDCMVrBwddXyvq45mKp7zHHjMz2SeFTtHS97edb,0,48.182708101665824,571405849.916556,0.571405849916556,0,11000.0,,0.0,,,0,0.0,,0.0,,,,2,464.0236741188695,791.5129038661439,316.613417373488,512.2063822205353,549.219535403942,839.6956119678097,1362,4.134092919135139e-05,490.26818357907126,0.9537757952247143,73,False,1713,True,29,XsDoVfqeBukxuZHWhdvWHBhgEHjGNst4MLodqsJHzoB,0.27586879999999997,1614,29,0,55,1,1.0,0.0,48.182708101665824,0.0,,0.0,94110.744,22,1788992959
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,7y3s7qAKsrJg6CbdUhsSoRSHTNbzRYPcLWomzNJ2bgtu,MPN,1789003450,False,,1,,,,1789003450,,,,,,,168947.0,,,,,,,,,,,,,,,,,,,,,,,,False,0,False,,,,0,0,1,0,1,,,,,,,,0,1789003450
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,7227Y8QofFXYXgzY7DkZYMbxEyY9BRCkugbPsco5qK7W,MPN,1789053174,False,,1,,,,1789053174,,,,,,,96510.0,,,,,,,,,,,,,,,,,,,,,,,,False,0,False,,,,0,0,1,0,1,,,,,,,,0,1789053174
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,B48jHB1N2JCKs2NTUv9k66PXuT1sgepdkBudKQCHrEGo,ETH,1789069940,True,180510.52,32,2,0,2,1789069940,,0,0.0023007461942525136,639338030.413581,0.6393380304135811,1,35000.0,,0.0,,,0,0.0,,0.0,,,,0,0.0012267348057474865,0.0012267348057474865,0.003527481,0.003527481,0.003527481,0.003527481,,,,1.0,2,False,3,False,,,,1,0,31,1,1,1.0,0.0,0.0023007461942525136,0.0,,0.0,180510.52,14,1789069940
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,4qNxne8F87cLVfMgNdz2o8BNGddPPezJvrTCDMtVHZb4,GRND,1789070948,False,83440.86,30,2,0,2,1789070948,,0,0.002205512626495652,613376278.694496,0.6133762786944961,1,35000.0,,0.0,,,0,0.0,,0.0,,,,0,0.0013219683735043476,0.0013219683735043476,0.003527481,0.003527481,0.003527481,0.003527481,,,,1.0,2,False,3,False,,,,1,0,29,1,1,1.0,0.0,0.002205512626495652,0.0,,0.0,83440.86,20,1789070948
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,7CEddicMeGxHMtPUFzkassyaJ7GTHGqDEsCyFk1kpD5N,MPN,1789085373,False,,1,,,,1789085373,,,,,,,246068.0,,,,,,,,,,,,,,,,,,,,,,,,False,0,False,,,,0,0,1,0,1,,,,,,,,0,1789085373
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,7g33DwmCCJZ2sEZFD9C3pCgF15PPSpmiABNBsQ4YTPrf,LMAO!,1789180109,False,98613.268,183,2,0,2,1789180109,,0,9.048622032262683e-05,31947304.323304,0.031947304323304004,1,35000.0,,0.0,,,0,0.0,,0.0,,,,0,0.002739073779677373,0.002739073779677373,0.0028295599999999996,0.0028295599999999996,0.0028295599999999996,0.0028295599999999996,,,,1.0,2,False,7,False,,,,1,0,182,1,1,1.0,0.0,9.048622032262683e-05,0.0,,0.0,98613.268,139,1789180109
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,FQFHZWd8QTCMCxCdG4CZCaAcKpa3p6MnYeUgmtSh1T1H,USDC,1789182128,False,40608.549,1178,2,0,2,1789182128,,0,0.0007149034675082272,250696386.008181,0.250696386008181,1,20817.5,,0.0,,,0,0.0,,0.0,,,,0,0.002114656532491773,0.002114656532491773,0.00282956,0.00282956,0.00282956,0.00282956,,,,1.0,2,False,1605,False,,,,1,0,1177,1,4,1.0,0.0,0.0007149034675082272,0.0,,0.0,40608.549,9,1789182128
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,8JBu7E57tLgfiGEHv9xMvpPA32KsHEv4xeJdnuruM3Na,GREEN,1789228514,False,73434.24,719,2,0,2,1789228514,,0,0.0006341000529289982,222555956.399165,0.222555956399165,1,4483.0,,0.0,,,0,0.0,,0.0,,,,0,0.0021954599470710018,0.0021954599470710018,0.00282956,0.00282956,0.00282956,0.00282956,,,,1.0,2,False,1712,False,,,,1,0,718,1,3,1.0,0.0,0.0006341000529289982,0.0,,0.0,73434.24,9,1789228514
slingoor,5YRgrP3mjGzrzirYYN5HAQH19cTYREYwGxW6XRJQUzij,FhVLEhoYTQH2F8NnJ2gYRA7FidTGtKSRhgUqggBUFxEh,DAMN,1789230473,False,41757.197,651,,,,1789230473,,,,,,,3010.0,,,,,,,,,,,,,,,,,,,,,,,,False,1737,False,,,,0,21,630,0,3,,,,,,,41757.197,8,1789230473
