dev,token,symbol,create_ts,hit,ath_mc,coverage_s,truncated,sol_ok,quote_mint,launchpad_platform,migrate_s,curve_last_s,n_trades,measurable,n_markets,dev_first_buy_s,dev_first_buy_sol,dev_first_buy_quote,dev_first_buy_tokens,dev_supply_share,dev_same_slot_buyers,dev_fee_first_tx,dev_fee_med_60s,dev_sold_by_60s,dev_sold_share_60s,dev_sold_by_120s,dev_sold_share_120s,dev_sold_by_300s,dev_sold_share_300s,dev_fee_lamports_med,dev_first_sell_s,dev_sold_share_30m,dev_sell_sol_30m,member_first_buy_s,outside_first_buy_s,sol_in_1m,sol_out_1m,net_sol_1m,n_buys_1m,n_wallets_1m,member_buy_by_1m,member_buy_sol_1m,member_buyers_1m,outside_buy_sol_1m,top10_share_1m,n_net_long_1m,sol_in_5m,sol_out_5m,net_sol_5m,n_buys_5m,n_wallets_5m,member_buy_by_5m,member_buy_sol_5m,member_buyers_5m,outside_buy_sol_5m,top10_share_5m,n_net_long_5m,n_price_buckets,peak10_mult,peak10_ts_s,end_mult,mult_30s,max_after_30s,max_after_30s_ts,ahead_30s,mult_60s,max_after_60s,max_after_60s_ts,ahead_60s,mult_120s,max_after_120s,max_after_120s_ts,ahead_120s,mult_300s,max_after_300s,max_after_300s_ts,ahead_300s,peak1_ts_s,peak1_mult,grad_s
0xkgc,Hf8msFKLGJu6wUc4NsNFHafmh4K8LFW2qy8ZmT4vpump,ducknana,1788374662,False,45690.58,1800,False,True,,Pump.fun,,1227,4710,True,2,0.0,0.991515998,0.991515998,34271956.398008,0.034271956398007994,1.0,505000.0,505000.0,False,0.0,False,0.0,False,0.0,400000.0,777.0,0.43749999999998546,2.5068995320000003,,0,15.918200243,10.910678107000003,5.007522135999997,50,46,False,0.0,0,14.926684245,0.8295900255549079,27,17.740231788000003,14.126199403,3.6140323850000033,56,50,False,0.0,0,16.74871579,0.9911606457263078,12,154,15.10255258844559,1430.0,2.245080386536335,1.2805251827942108,15.10255258844559,1430.0,11.794030130270913,1.3083250744824366,15.10255258844559,1430.0,11.54342516474359,1.297428252824572,15.10255258844559,1430.0,11.640375917178087,1.211370798815563,15.10255258844559,1430.0,12.467324293447017,1439.0,15.466590138396654,1227.0
0xkgc,9Zn8zYFL4akm7qKoFhy7L2pDWJtXP1DFroxjDWw9pump,SOLONLY,1788379856,False,5179.2998,1800,False,True,,Pump.fun,,1546,298,True,1,0.0,0.991515998,0.991515998,34271956.398008,0.034271956398007994,1.0,505000.0,505000.0,False,0.0,False,0.0,False,0.0,505000.0,,0.0,0.0,,0,21.034532981999998,16.611095914000003,4.423437067999995,47,40,False,0.0,0,20.043016983999994,0.9165234812031048,19,32.027457964999996,25.218525252999996,6.808932712000001,88,67,False,0.0,0,31.035941966999996,0.8335890439411546,23,50,1.7629096588250543,470.0,1.1338160940033086,1.2598563854975307,1.7629096588250543,470.0,1.3992941410769313,1.2503622001986798,1.7629096588250543,470.0,1.4099191886518416,1.6246446224313331,1.7629096588250543,470.0,1.0851047881393305,1.4875217004682426,1.7629096588250543,470.0,1.185132061112201,437.0,1.7960611660180104,1546.0
0xkgc,9Wg4RthCXwqac5mrzCMbdGMNoPhSHzSMF6k6EkLdpump,happyegg,1788381855,False,9662.858,1800,False,True,,Pump.fun,,1462,766,True,1,0.0,0.991515998,0.991515998,34271956.398008,0.034271956398007994,5.0,505000.0,505000.0,False,0.0,False,0.0,False,0.0,452500.0,873.0,1.0,1.30856954,,0,14.325738620999998,10.562425215000001,3.7633134059999964,39,38,False,0.0,0,13.334222622999999,0.971142827950537,16,20.576430267000003,14.758858830000001,5.817571437000002,55,52,False,0.0,0,19.584914269,0.970200536804555,17,59,3.289263927269056,500.0,1.2316212690676325,1.2376715856641858,3.289263927269056,500.0,2.657622559464271,1.2237745437746381,3.289263927269056,500.0,2.6878022132439323,1.2836111574386209,3.289263927269056,500.0,2.5625080525418698,1.3581376385583943,3.289263927269056,500.0,2.421892917098204,507.0,3.327046996125329,1462.0
0xkgc,J34mGmmwY2rLCaJ2qgwBcq1cmyRL3H7nXZn97Cnfpump,ETH,1788394022,False,9097.2734,1800,False,True,,Pump.fun,,1672,657,True,1,0.0,0.991515998,0.991515998,34271956.398008,0.034271956398007994,1.0,505000.0,505000.0,False,0.0,False,0.0,False,0.0,452500.0,685.0,1.0,1.21917645,,0,18.914715436999998,12.271457638,6.643257798999999,57,55,False,0.0,0,17.923199439,0.8487361729984372,38,26.20797665,19.558422339,6.649554310999999,74,69,False,0.0,0,25.216460652,0.9556223981783992,19,44,2.9764091634896634,480.0,1.136241027057706,1.414163567971678,2.9764091634896634,480.0,2.1047135076168737,1.349243116018189,2.9764091634896634,480.0,2.2059843242139165,1.3733617655443917,2.9764091634896634,480.0,2.167243357259064,1.280869508591113,2.9764091634896634,480.0,2.3237411332896447,481.0,3.1397359020486126,1672.0
0xkgc,HDQ39qQB451uMK8A9of8PniDf9E9YEH9hKT81qQ9pump,swingdog,1788405961,False,9825.7376,1800,False,True,,Pump.fun,,1750,660,True,1,0.0,0.991515998,0.991515998,34271956.398008,0.034271956398007994,2.0,505000.0,505000.0,False,0.0,False,0.0,False,0.0,452500.0,703.0,1.0,1.150656076,,0,12.494609058000002,4.528117375,7.966491683000002,48,47,False,0.0,0,11.503093060000001,0.863523808329503,36,16.512856578,9.971813161,6.541043417000001,59,57,False,0.0,0,15.521340580000002,0.9927035628637271,14,40,3.053002648497307,400.0,1.102385757310171,1.4436529756863752,3.053002648497307,400.0,2.1147759883539723,1.6050623028374995,3.053002648497307,400.0,1.9021084995268254,1.5013819122383079,3.053002648497307,400.0,2.0334617219051174,1.4896913266211067,3.053002648497307,400.0,2.049419630724492,389.0,3.3467888249858526,1750.0
0xkgc,EKNxuomLtWF26fQNRaZoPhftFpRQm5rvQw4BMSZepump,biip,1788411548,False,8001.169,1800,False,True,,Pump.fun,,1578,253,True,1,0.0,0.991515998,0.991515998,34271956.398008,0.034271956398007994,2.0,505000.0,505000.0,False,0.0,False,0.0,False,0.0,505000.0,,0.0,0.0,,0,6.593146327000001,0.0,6.593146327000001,15,15,False,0.0,0,5.601630329000002,0.9888486978345278,15,12.9388468,6.11984199,6.81900481,22,23,False,0.0,0,11.947330802000002,1.0,6,48,2.3135679055087466,680.0,1.1677097457396142,1.1544923193452963,2.3135679055087466,680.0,2.0039699413684735,1.40858677578012,2.3135679055087466,680.0,1.6424745321263003,1.40858677578012,2.3135679055087466,680.0,1.6424745321263003,1.4465930880036466,2.3135679055087466,680.0,1.5993218305097519,685.0,2.330120772956164,1578.0
0xkgc,25h1Swr5gZADbxCjg5gjLjHYm484vuEkY255JntHpump,BOT,1788415236,False,4672.9306,1800,False,True,,Pump.fun,,1279,127,True,1,0.0,0.9891912800000001,0.9891912800000001,34194029.850746,0.034194029850745995,3.0,5000.0,502500.0,True,1.0,True,1.0,True,1.0,502500.0,36.0,1.0,1.478867509,,0,12.580494567,8.459177439,4.121317128000001,57,48,False,0.0,0,11.591303287,0.9116566441017554,26,15.078488781,14.150771964999999,0.927716816000002,64,56,False,0.0,0,14.089297501000003,1.0,6,7,1.5450472612487742,20.0,0.9918444670970823,1.5450472612487742,1.49396724012525,30.0,0.9669395089686518,1.49396724012525,1.3173181319410552,70.0,0.8817583790060985,1.3173181319410552,1.1948129411775161,200.0,0.9070040958268533,1.1948129411775161,0.9918444670970823,340.0,0.8301253132725499,2.0,1.5912051328122476,1279.0
0xkgc,5eSi91KW2N3qFncTCK61ALt2CN5e33RfLxD29hAapump,initials,1788418249,False,10465.124,1800,False,True,,Pump.fun,,1777,687,True,1,0.0,0.9893456000000002,0.9893456000000002,34199203.154141,0.034199203154141,3.0,228972.0,228972.0,False,0.0,False,0.0,False,0.0,1000000.0,,0.0,0.0,,0,19.058585410000003,12.659010407000002,6.399575003000001,41,40,False,0.0,0,18.06923981,0.9524987187523781,23,27.492201373,22.574279764999996,4.917921608000004,62,57,False,0.0,0,26.502855773,1.0,10,93,3.255808597733432,1250.0,1.6018353360718922,1.4047703847462425,3.255808597733432,1250.0,2.3176802651072124,1.2824182106823756,3.255808597733432,1250.0,2.5388040895029196,1.5954589065662401,3.255808597733432,1250.0,2.0406721754686936,1.3347056757693025,3.255808597733432,1250.0,2.439345735048918,1257.0,3.361683991777646,1777.0
0xkgc,7Hdf2LBU9kY6VvEENPozeJu6MsrsPxDuMqJxqgycpump,GOAT,1788425227,False,4916.1886,1800,False,True,,Pump.fun,,1332,163,True,1,0.0,0.991515998,0.991515998,34271956.398008,0.034271956398007994,1.0,505000.0,505000.0,False,0.0,False,0.0,False,0.0,452500.0,1298.0,1.0,1.049555021,,0,15.888671807000001,7.316832981,8.571838826,34,34,False,0.0,0,14.897155809000001,0.9395671267192849,25,24.575738662,17.852105388,6.723633274000001,57,56,False,0.0,0,23.584222664,0.9503164477653466,19,22,1.6639776411993175,70.0,1.025359370791018,1.2829864051171223,1.6639776411993175,70.0,1.2969565652158372,1.4884294119210757,1.6639776411993175,70.0,1.1179419244690054,1.6639776411993175,1.47614113668914,420.0,0.8871159684725128,1.42851104370989,1.47614113668914,420.0,1.033342474451967,78.0,1.663977641542589,1332.0
0xkgc,CbyTNf7UPzvewHh4Zp6umogM2RWahhmGRJWLJnPwpump,biketyson,1788433686,True,11487988.76212928,1800,False,True,,Pump.fun,,1799,2995,True,2,0.0,0.991515998,0.991515998,34271956.398008,0.034271956398007994,2.0,505000.0,505000.0,False,0.0,False,0.0,False,0.0,400000.0,428.0,0.7187499999999952,6.215133423,,0,13.71289143,6.037242317,7.675649113000001,42,41,False,0.0,0,12.721375432,0.8997525892662691,33,19.224024917999998,14.443254983999998,4.780769934,52,50,False,0.0,0,17.146089169,1.0,8,149,9.939940823579649,720.0,3.338608202160009,1.3834422900059722,9.939940823579649,720.0,7.1849334774468545,1.4848941168301488,9.939940823579649,720.0,6.6940401412585295,1.6242447926208325,9.939940823579649,720.0,6.11973076271395,1.2619333424256167,9.939940823579649,720.0,7.876755839158396,724.0,10.170005425171395,1799.0
0xkgc,RkoMaXdfMWrE2ehSoS69XgHrYVoMvnbnQSj3jaRpump,GAPE,1788447057,False,5013.5167,1800,False,True,,Pump.fun,,352,108,True,1,0.0,0.991515998,0.991515998,34271956.398008,0.034271956398007994,4.0,505000.0,505000.0,False,0.0,False,0.0,False,0.0,752500.0,343.0,1.0,1.013989891,,0,17.243293324,10.74636801,6.496925314,38,38,False,0.0,0,16.251777326,0.9548026174897318,21,20.630803366000002,14.778649771,5.8521535950000025,52,50,False,0.0,0,19.639287368,0.9917719237452606,13,10,1.6725532953180149,140.0,1.5964447414473038,1.2455065393971207,1.6725532953180149,140.0,1.342869942800624,1.2954238360485892,1.6725532953180149,140.0,1.2911243785815905,1.5288721314706466,1.6725532953180149,140.0,1.093978535477103,1.5964447414473038,,,,141.0,1.6725532953180149,352.0
0xkgc,AHTMvBvrFsJc4AYQoP5HUSdgvEY22s7VXFttjfWTpump,oversold,1788449085,False,9295.1406,1800,False,True,,Pump.fun,,1765,507,True,1,0.0,0.991515998,0.991515998,34271956.398008,0.034271956398007994,3.0,505000.0,505000.0,False,0.0,False,0.0,False,0.0,452500.0,784.0,1.0,1.31279846,,0,19.114603269,10.408887431,8.705715838,38,36,False,0.0,0,18.123087271,0.8594875898528038,22,22.437568067,16.565951462999998,5.871616604000003,52,47,False,0.0,0,21.446052068999997,0.9804901833328726,13,47,3.0289300227113296,500.0,1.0686827972435775,1.088433478527003,3.0289300227113296,500.0,2.7828343049594877,1.3251381806518394,3.0289300227113296,500.0,2.2857465485006174,1.407285834408943,3.0289300227113296,500.0,2.1523204090116304,1.2659218058977446,3.0289300227113296,500.0,2.3926675475530854,505.0,3.0404275403112666,1765.0
0xkgc,A2ZJnKfzNxPVUbEj72eM6XiTqoA66zueYdYPLcsepump,IBRN,1788452668,False,8972.8922,1800,False,True,,Pump.fun,,1776,649,True,1,0.0,0.991515998,0.991515998,34271956.398008,0.034271956398007994,4.0,505000.0,505000.0,False,0.0,False,0.0,False,0.0,505000.0,,0.0,0.0,,0,21.363382836000003,15.899342211999999,5.464040624000004,47,43,False,0.0,0,20.371866838000003,0.9575076225696169,20,30.618407096000002,25.062487698,5.555919398,65,57,False,0.0,0,29.626891098,0.9901708236738246,14,71,2.9266533468197173,510.0,1.0783746041907225,1.3592861223460868,2.9266533468197173,510.0,2.153081164227883,1.3103921463508774,2.9266533468197173,510.0,2.2334179542892816,1.3503335669318195,2.9266533468197173,510.0,2.167355843393241,1.5583761572645796,2.9266533468197173,510.0,1.8780147098482802,515.0,2.974461192811002,1776.0
0xkgc,C4pwctCk7V6gBSUz4dypYezDEgSzbBmrTmpUMBPYpump,Catiban,1788467124,False,5745.503,1800,False,True,,Pump.fun,,1224,140,True,1,0.0,0.991515998,0.991515998,34271956.398008,0.034271956398007994,3.0,505000.0,505000.0,False,0.0,False,0.0,False,0.0,752500.0,915.0,1.0,1.040802794,,0,17.170719325999997,11.209059409,5.961659916999997,30,30,False,0.0,0,16.179203328,0.9673486763959964,16,27.83223401,16.338085387,11.494148623000001,55,55,False,0.0,0,26.840718012000004,0.8086569304643638,21,17,1.8604455651010186,290.0,1.6044174328472103,1.2171110586055802,1.8604455651010186,290.0,1.5285750235746718,1.3313109928929046,1.8604455651010186,290.0,1.3974537692791962,1.4131872138892678,1.8604455651010186,290.0,1.3164891012428848,1.8604455651010186,1.733866758548956,400.0,0.9319631764957393,297.0,1.8604455651010186,1224.0
0xkgc,67SCuFsyYgVUpGx4XWjPRZRbAhzMxF8kSxr1WxtNfUn3,MAC,1788642021,False,5885.6358,1800,False,True,XsqE9cRRpzxcGKDXj1BJ7Xmg4GRhZoyY1KpmGSxAWT2,stonkfun,,125,12,True,2,0.0,1.4290342249351868,0.55374714,47409691.640514,0.047409691640514,1.0,35000.0,35000.0,False,0.0,False,0.0,False,0.0,35000.0,,0.0,0.0,,0,4.730949655491055,0.901541922920216,3.8294077325708393,9,7,False,0.0,0,3.301915430555869,1.0,5,4.730949655491055,1.3775830713731003,3.3533665841179547,9,7,False,0.0,0,3.301915430555869,1.0,4,2,1.1451027366711495,40.0,1.1451027366711495,1.0442799288976004,1.1451027366711495,40.0,1.096547683225113,1.1451027366711495,,,,1.1451027366711495,,,,1.1451027366711495,,,,,,125.0
0xkgc,DRXBmT2SZri7L7XsJ8Udz7oUhfNyjowhJPfavA8fLijP,ZUPERCYCLE,1788715028,False,22130.015,1800,False,True,A7bdiYdS5GjqGFtxf17ppRHtDKPkkRqbKtR27dxvQXaS,stonkfun,,1759,482,True,2,0.0,1.7761536134244817,0.15842042,58000025.580787,0.058000025580787005,2.0,35000.0,35000.0,False,0.0,False,0.0,False,0.0,20086.0,,0.0,0.0,,0,15.05261699146223,12.11716273627766,2.9354542551845704,22,20,False,0.0,0,13.276463378037748,1.0,3,31.85400118832432,15.567515913515658,16.286485274808662,51,41,False,0.0,0,30.07784757489984,0.7054920964886896,25,111,6.477498286840252,500.0,2.7128496631535977,1.3446995734357454,6.477498286840252,500.0,4.817059821243239,1.3446995734357454,6.477498286840252,500.0,4.817059821243239,1.1618850237353882,6.477498286840252,500.0,5.574990773196729,2.2079252819385013,6.477498286840252,500.0,2.9337488636178737,,,1759.0
0xkgc,AjToeC9PjBK7NnHG8xFz3bwu3UZLQC37LfyPjUDRpump,MelonMusk,1788722970,True,165714.22825207206,1800,False,True,,Pump.fun,,1800,4830,True,2,0.0,1.980528808,1.980528808,66401601.740007,0.066401601740007,1.0,505000.0,505000.0,False,0.0,False,0.0,False,0.0,452500.0,528.0,0.1558757644962784,3.461087181,,0,25.443369400999998,15.086082473000001,10.357286927999997,69,62,False,0.0,0,23.462840593,0.9266276284981696,32,178.256140491,127.79231315000001,50.463827340999984,741,517,False,0.0,0,176.27561168300002,0.3377610926936137,316,176,13.573284136011146,1780.0,13.162552001594493,2.023701142527018,13.573284136011146,1780.0,6.707158409300513,1.7401929875694389,13.573284136011146,1780.0,7.799872906607453,2.617311184484763,13.573284136011146,1780.0,5.185964976756536,6.341300414160396,13.573284136011146,1780.0,2.1404575165215984,1782.0,13.713801301167779,1800.0
0xkgc,7YkVB7wohCf51NFWMWY2h6FHpJsYa8VZVDvAczx8pump,thewok,1788749173,True,118964.47,1800,False,True,,Pump.fun,,1735,463,True,2,0.0,0.991363637,0.991363637,34271956.398008,0.034271956398007994,2.0,505000.0,505000.0,False,0.0,False,0.0,False,0.0,505000.0,,0.0,0.0,,0,19.773398025000002,15.739490538999998,4.033907486000004,43,38,False,0.0,0,18.782034388,0.9944673661331496,13,27.21291371,21.273895591000002,5.939018118999996,59,53,False,0.0,0,26.221550073000003,0.9454913099747637,17,91,3.0314674789172886,1170.0,2.0422704191666505,1.2402766724555647,3.0314674789172886,1170.0,2.4441864837427203,1.2391551307422395,3.0314674789172886,1170.0,2.446398682222681,1.129735427051507,3.0314674789172886,1170.0,2.683342848536764,1.3879482279696638,3.0314674789172886,1170.0,2.184135847308814,1008.0,3.6584037388444703,1735.0
0xkgc,DxPYLrg7skfnfcYyD5piD6R53FFMmCLHrL2b6GzTv7nL,BABYLMAO,1788763712,False,15390.455,1800,False,True,H74CYmXgMkYHYuSRsZt6RJb4NYp2u72Vw8BS5huApump,stonkfun,,1754,43,True,2,0.0,5.5945671265404275,115029.092061,90362795.20054,0.09036279520054001,0.0,35000.0,35000.0,False,0.0,False,0.0,False,0.0,17852.5,,0.0,0.0,,2,6.478501772384186,0.0,6.478501772384186,2,2,False,0.0,0,0.8839346458437577,1.0,2,10.842089515096148,0.0,10.842089515096148,9,8,False,0.0,0,5.247522388555719,1.0,8,31,2.494384641755321,1710.0,2.494384641755321,1.0137170747095148,2.494384641755321,1710.0,2.460631969201168,1.0137170747095148,2.494384641755321,1710.0,2.460631969201168,1.1581222305338292,2.494384641755321,1710.0,2.153818116940515,1.397220562864271,2.494384641755321,1710.0,1.785247589429895,,,1754.0
